Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HST,AST,HR,AR,HomeTeamPointLast20,HomeTeamGoalScoredLast20,HomeTeamGoalConcededLast20,HomeTeamShotTargetLast20,HomeTeamRedLast20,HomeTeamRatingLast20,AwayTeamPointLast20,AwayTeamGoalScoredLast20,AwayTeamGoalConcededLast20,AwayTeamShotTargetLast20,AwayTeamRedLast20,AwayTeamRatingLast20,HomeTeamPointH2HLast10,HomeTeamGoalScoredH2HLast10,HomeTeamGoalConcededH2HLast10,HomeTeamShotTargetH2HLast10,HomeTeamRedH2HLast10,HomeTeamWin%H2HLast10,AwayTeamPointH2HLast10,AwayTeamGoalScoredH2HLast10,AwayTeamGoalConcededH2HLast10,AwayTeamShotTargetH2HLast10,AwayTeamRedH2HLast10,AwayTeamWin%H2HLast10,FTR_Prediction
2022-10-22,Chelsea,Man United,1,1,D,2,6,0,0,35,34,24,106,2,21.1,30,27,34,98,0,18.300000000000004,7,7,14,52,0,0.0,16,14,7,35,0,30.0,H
2022-10-23,Aston Villa,Brentford,4,0,H,11,3,0,0,18,18,30,91,1,9.3,30,34,28,95,1,15.200000000000005,2,4,6,20,0,0.0,8,6,4,12,0,50.0,A
2022-10-23,Leeds,Fulham,2,3,A,5,5,0,0,24,24,30,77,3,9.900000000000002,17,24,37,77,1,12.0,13,11,10,48,0,50.0,10,10,11,43,0,37.5,H
2022-10-23,Southampton,Arsenal,1,1,D,3,3,0,0,16,17,40,69,0,9.5,42,41,27,117,1,26.700000000000006,9,9,18,46,1,20.0,18,18,9,53,2,50.0,A
2022-10-23,Wolves,Leicester,0,4,A,5,4,0,0,14,14,34,69,2,8.400000000000002,20,34,35,84,0,11.500000000000002,10,4,7,26,0,20.0,16,7,4,42,2,40.0,A
2022-10-23,Tottenham,Newcastle,1,2,A,5,5,0,0,43,44,16,112,1,23.100000000000005,36,30,22,98,0,19.500000000000007,23,24,11,57,0,70.0,5,11,24,22,3,10.0,H
2022-10-24,West Ham,Bournemouth,2,0,H,4,3,0,0,19,21,27,71,1,11.300000000000002,20,17,39,52,2,12.500000000000002,12,20,16,45,1,33.33333333333333,12,16,20,50,1,33.33333333333333,H
2022-10-29,Leicester,Man City,0,1,A,5,5,0,0,23,37,33,86,0,13.400000000000002,49,67,19,129,0,26.20000000000001,3,14,30,35,0,10.0,27,30,14,75,0,90.0,A
2022-10-29,Bournemouth,Tottenham,2,3,A,4,7,0,0,20,17,40,55,2,11.7,40,40,17,111,1,20.90000000000001,1,4,20,15,0,0.0,19,20,4,54,0,85.71428571428571,A
2022-10-29,Brentford,Wolves,1,1,D,3,4,0,1,30,33,30,92,1,13.400000000000002,14,12,35,66,1,7.600000000000002,6,6,4,8,2,50.0,6,4,6,4,0,50.0,H
